Place Name,Rating,About Place,Best Time To Visit
DoubleTree by Hilton Pune-Chinchwad,4.0,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Swimming Pool|Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Ballroom|Banquet Facilities|Bar / Lounge |Beauty Salon - on charge|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Spa On Site - Chargeable|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Audio - Visual Equipment|Wedding Services Facility|Catering|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Fitness Equipment|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|ATM / Banking|Disabled Friendly Rooms|Fax Machine|Kitchen available (home cook food on request)|Electronic / Magnetic Keys|Wheelchair Accessibility - Room|Massage Services |Poolside Bar|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Open Air Restaurant / Dining |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Meditation Room|Self Check - In|Taxi Services|Board Room|Newspapers In Lobby|Yoga Hall / Classes|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Voicemail|Party hall|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Recreation Zone",
Famous lodge,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion. The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly. According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid. Doctor on Call|Dry Cleaning|Front Desk|Room Service",
Elephant Route Resort,4.0,"The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets are not allowed. **** Compulsory Supplement Charges to be paid **** Mandatory Peak Season Charges From 20th December 2014 to 5 January 2015 at Rs. 1000 per room,to be paid at hotel directly at the time of check in. Supplementary charges on 31st Dec 2015 - Gala Dinner - to be paid at the hotel directly at the time of Check In. Barbecue Area|Doctor on Call|Dry Cleaning|Gift Shop |Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Tennis Court|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Dance Performances (on demand)|Catering|Wake-up Call / Service|Porter / Bellhop|Suitable For Children|Coffee Shop / Cafe|Multi - Line Phone|Free Local Calls|Safari|Nature Walk|Veranda|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Spa Services Nearby|STD / ISD|Baggage Room|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Internet Access",
EYRIE HOSPITALITY,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Cancellation: Upto 3 days in advance free or later Full payment as service charge, Unmarried Couples Not Allowed, Airport Transfer Available / Surcharge|Beauty Salon - on charge|Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Express Check-In / Check-Out|Wedding Services Facility|Wake-up Call / Service|Separate Sitting Area|Grocery|Smoking Rooms|Fire Place Available |Smoking Area |Veranda|Car Rental|Express Laundry|Newspapers In Lobby|Family Room|Room Service (24 Hours)| Cook Services|Air / Rail Booking|Courier Service|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|Fire Safety",
Dreams Inn,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1.   not allowed unmarried couple 2.   not allowed local person 3.   not allowed room for drinking and gambling porpose. 4.   allow married couple if they show both i.d proof. Doctor on Call|Internet Access - Surcharge|Parking Facilities Available|Front Desk|Tennis Court|Badminttion Court|Internet Access Free,
Estate Valley Homestay,4.0,The standard check-in time is 11:00 AM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Luggage Storage|Room Service (24 Hours)|Room Service|Public Restrooms,
EAGLE MOTEL,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying.Identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card.Without valid ID the guest would'nt be accepted Banquet Facilities|Bar / Lounge |Business Center |Currency Exchange|Doctor on Call|Gift Shop |Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Gardens|Audio - Visual Equipment|Wedding Services Facility|Catering|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Transfers Available|Express Laundry|Kids Play Zone|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|STD / ISD|Baggage Room|Parking Facility|Internet Access|Restaurant|CCTV|Full Time Operation for All 7 Days|Public Restrooms",
Devrai Resort,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Front Desk|24 Hour Front Desk|Doorman|Power Backup|Parking Facility,
FabHotel Connaught Mews,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Our Inns reserve the right to admission. Accommodation can be denied to the guests posing as a couple if suitable identification and a non-local address proof is not presented at check-in. MAP plan includes limited menu meal. Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Locker Facility|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Air-Conditioning - Central|Power Backup|Wake-up Call / Service|Suitable For Children|Kitchen available (home cook food on request)|Free Local Calls|Vegetarian Food / Jain Food Available|Food Facility|Newspapers In Lobby|Room Service (24 Hours)| Cook Services|RO Water Purification System|Internet Access,
Dhadwal Homestay,4.0,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances. Doctor on Call|Front Desk|Parking Facility|Room Service|Public Restrooms,
Executive Lotus - service apartment,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Deluxe room - Attached washroom,  Semi Deluxe Room and single small  room - Shared Washroom,  Living room and kitchen is on sharing basis. Early check-in or late check out charges Rs.1000/- subject to availability of room Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Locker Facility|Wake-up Call / Service|ATM / Banking|Kitchen available (home cook food on request)|Food Facility|Newspapers In Lobby|Internet Access|Room Service",
Dream Land Home Stay,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Kindly note that Double and Double Deluxe Rooms are for two and Family Deluxe rooms are for three Adults. Children above 07 years are counted as Adults. Extra person charges are as applicable Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Power Backup|Wake-up Call / Service|Transfers Available|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Suites,
Flamingo Resorts,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Doctor on Call|Dry Cleaning|Games Zone|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Luggage Storage|Power Backup|Gardens|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Extra Person / Child - Share the same room|Car Rental|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|RO Water Purification System|Parking Facility",
Exotic home stay -Malvan,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates, extra supplement will be charged over and above the paid rates as per actual and hotel discretion. Doctor on Call|Parking Facilities Available|Outdoor Parking - Secured|Parking Facility|Room Service",
Eagle Resort,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checking is denied under such circumstances Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Wake-up Call / Service,
EMA HOSPITALITY,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Laundry Service Available|Room Service (24 Hours)|Parking Facility,
Dreamland,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The hotel check in time is 12 Noon and the checkout time is 12 Noon Any Request for early check in or Late Checkout must be confirmed with the Hotel First. Guest without proper id will be refused Check in and will forfeit one days charges Doctor on Call|Laundry Service Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Doorman|Power Backup|Room Service (24 Hours)|Air / Rail Booking|Guide / Sightseeing Service|Parking Facility|Room Service|Fire Exit Signs|Full Time Operation for All 7 Days|Porter Services Available,
Ebony Boutique Hotel,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Business Center |Doctor on Call,
Elite Cottage,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Front Desk|Room Service|Public Restrooms,
Evergreen Bungalow,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried couple is not allowed Id Proof is complusory Doctor on Call|Laundry Service Available|Parking Facilities Available|24 Hour Front Desk|Luggage Storage|Food Facility|Internet Access Free|Room Service (24 Hours)|Parking (Surcharge)|Parking Facility,
Diamond heritage,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check out time is 1200 noon ,check in time is open. Its a non smoking zone.No extra charge is initiated by us above the standard charge of the selected room.Its all inclusive of taxes. Laundry Service Available|Power Backup|Room Service (24 Hours)|Parking (Surcharge)|Outdoor Parking - Secured",
Dove Cottage,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Years eve or other festive periods. Any such supplements need to be paid directly at the hotel.As per the government guidelines valid government issued id proofs are required to be presented at the Time of C/in. Lobby|Front Desk|Kitchen available (home cook food on request),
EAGLE INTERNATIONAL INN,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Id Cards are mandatory at the time of check in .  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Internet Access Free|Room Service (24 Hours)|Room Service|Public Restrooms,
Fantasiya World Goa,4.0,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Business Center |Doctor on Call|Laundry Service Available|Lobby|Front Desk|Power Backup|Food Facility,
Dream World Resort,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly (Away From City 10 Kms Approx.) Please note that resort is under renovation and pool is not in working right now. Guests has to present Valid I.D. Proof at Check-In. Pan Card is not considered as Valid I.D. Proof. Swimming Pool|Business Center |Health Club / Gym Facility Available|Laundry Service Available|Front Desk|Multi Cuisine Restaurant |Welcome Drinks|Conference Facility |Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,
Silver Ferns,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Bar / Lounge |Business Center |Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Transfers Available|Room Service (24 Hours)|Parking (Surcharge)|Outdoor Parking - Secured|Parking Facility|Room Service|Porter Services Available|Public Restrooms|Suites,
Spencer Home,4.0,The standard check-in time is 11:00 AM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Lobby|Power Backup|RO Water Purification System|Parking Facility,
Shoba Inn,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly a.According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying at the hotel.The identification proofs accepted are Drivers License, Voters Card, or Passport. Without valid ID the guest will not b Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Locker Facility|24 Hour Front Desk|Luggage Storage|Doorman|Power Backup|Wake-up Call / Service|Smoking Rooms|Extra Person / Child - Share the same room|Express Laundry|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)| Cook Services|STD / ISD|Baggage Room|Courier Service|Outdoor Parking - Secured",
Srinivas Residency Hotel,4.0,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk,
Sonamita Guest House,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Parking Facilities Available|Front Desk|Doorman|Power Backup|Extra Person / Child - Share the same room|Family Room|Outdoor Parking - Secured|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,
So my resorts,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods.  Any such supplements need to be paid directly at the hotel. No check in and check out on 25th and 31st Dec'15 Christmas and new year gala dinner compulsory. Christmas Rs. 3750 per person, child 1875 New year Rs.4250 per person, child 2125 Proper ID prof required Swimming Pool|Airport Transfer Available / Surcharge|Bar / Lounge |Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Catering|Multi Lingual Staff|Wake-up Call / Service|Separate Sitting Area|Smoking Rooms|Disabled Friendly Rooms|Multi - Line Phone|Wheelchair Accessibility - Room|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Open Air Restaurant / Dining | Bike on Rent|Express Laundry|Taxi Services|Pool Cafe|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|Internet / Fax (Reception area only)|RO Water Purification System|Parking Facility|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances",
Soochipara Resort,4.0,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk,
Shri Agarwal Lodge,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion. Doctor on Call",
Shree Manav Residency,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Identification proof are required. Pets are not allowed. Laundry Service Available|24 Hour Front Desk|Conference Facility |Board Room|Room Service (24 Hours)| Cook Services|Restaurant,
Shri Krishna Residency,4.0,"The standard check-in time is 08:00 PM and the standard check-out time is 08:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ALL GUESTS ARE REQUIRED TO PRESENT PROPER PHOTO IDENTIFICATION UPON CHECK IN. The identity proof would include a valid Driving license/voter identity card/PAN card, etc. Valid Passport mandatory for all Foreign guests. Hotel is not allow unmarried / unrelated couples to check-in. This is at full discretion of the hotel management. No refund would be applicable in case the hotel denies check-in under such circumstances. Doctor on Call|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Gardens|Multi Lingual Staff|Wake-up Call / Service|Smoking Rooms|Outdoor Parking - Secured",
Spice Villas Holiday,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Airport Transfer Available / Surcharge|Barbecue Area|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Night Club|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Valet service|24 Hour Front Desk|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Gardens|Dance Performances (on demand)|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Safari|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Village Visit ( Chargeable )|Taxi Services|Campfire / Bon Fire|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|Internet / Fax (Reception area only)|Courtesy Coach|Outdoor Parking - Secured|Parking Facility|Room Service",
SIDHARTH paying guest house,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Lobby|Front Desk|24 Hour Front Desk|Room Service (24 Hours)|Room Service,
spice garden farm house,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion. Doctor on Call|Parking Facilities Available|Front Desk|Room Service|Public Restrooms",
Sri Ambika Residency,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Doctor on Call|Front Desk|Room Service (24 Hours)|Parking Facility,
Sky Home,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Guests must report any loss of or damage to their property immediately on discovery to the Hotel  Reception or other appropriate staff members, and shall make themselves available to assist with any reports made by the hotel to the police. Airport Transfer Available / Surcharge|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Medical Assistance Available",
SITA RESIDENCY,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Laundry Service Available|Library|Lobby|Parking Facilities Available|Front Desk|Power Backup|Gardens|Internet Access Free|Parking Facility|Room Service,
SILVER STREAK COTTAGE,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Child 05 - 12 Years @ Rs 350/- per day without extra bed . Child 05 - 12 Years @ Rs 550/- Per Day with extra bed Check in and Check out - 1200 Hours  Early in Check and Late Check out Subjected to availability. Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|24 Hour Front Desk|Medical Assistance Available|Nature Walk|Food Facility|RO Water Purification System|Parking Facility|Room Service|Full Time Operation for All 7 Days,
Shree Adiga Residency,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Banquet Facilities|Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|Air-Conditioning - Central|Conference Facility |Room Service (24 Hours)|STD / ISD,
Shivsadan Guest House,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Parking Facilities Available|Front Desk|Room Service|First-Aid Kit at Front Desk|Public Restrooms,
